Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
1218,23,Male,Shirt,Clothing,62,Wyoming,M,Red,Spring,3.82333,No,Next Day Air,Yes,No,39,Credit Card,Every 3 Months
3483,31,Male,Jeans,Footwear,24,Texas,M,White,Winter,2.918217,Yes,Next Day Air,No,No,5,Debit Card,Quarterly
2530,65,Female,Jewelry,Outerwear,50,Maine,M,Peach,Summer,3.135976,No,Free Shipping,No,Yes,49,PayPal,Weekly
2903,32,Male,Sunglasses,Footwear,87,Wisconsin,XL,Maroon,Summer,2.825802,No,Store Pickup,No,No,14,PayPal,Weekly
86,29,Male,Jacket,Clothing,32,Ohio,L,Silver,Winter,3.420062,Yes,Express,No,Yes,49,PayPal,Monthly
879,21,Male,Hoodie,Clothing,87,Illinois,M,Green,Winter,4.49955,No,Free Shipping,No,Yes,25,PayPal,Bi-Weekly
791,21,Female,Coat,Footwear,97,Massachusetts,M,Magenta,Spring,2.834222,No,Express,No,Yes,34,Venmo,Monthly
3493,68,Male,Coat,Outerwear,22,Rhode Island,L,Cyan,Fall,4.301145,No,Express,No,No,7,Credit Card,Weekly
2306,63,Male,Handbag,Footwear,46,Ohio,M,Yellow,Summer,3.761109,No,2-Day Shipping,Yes,Yes,39,Venmo,Monthly
30,67,Male,Sneakers,Accessories,43,Utah,L,Teal,Winter,3.358353,No,Next Day Air,Yes,Yes,19,Venmo,Bi-Weekly
1085,49,Male,Boots,Accessories,63,California,M,Pink,Fall,4.755705,Yes,2-Day Shipping,Yes,No,22,Venmo,Fortnightly
247,27,Male,Jacket,Clothing,57,Mississippi,L,Cyan,Winter,4.216309,Yes,2-Day Shipping,Yes,Yes,20,Venmo,Annually
2220,38,Male,T-shirt,Accessories,46,Michigan,S,Orange,Fall,3.222689,No,Next Day Air,Yes,No,17,Debit Card,Annually
3163,69,Female,Blouse,Clothing,70,Georgia,XL,Peach,Summer,4.847893,No,2-Day Shipping,No,No,25,Venmo,Every 3 Months
154,41,Female,Shirt,Clothing,96,Hawaii,M,Indigo,Summer,4.168459,No,2-Day Shipping,No,Yes,34,Cash,Every 3 Months
2447,36,Male,Socks,Accessories,36,Idaho,M,Blue,Spring,4.179012,No,Free Shipping,No,No,6,Credit Card,Fortnightly
2327,28,Male,Pants,Accessories,82,Texas,S,Silver,Summer,2.919996,No,Express,Yes,Yes,11,Credit Card,Annually
1083,26,Female,Boots,Outerwear,58,Mississippi,M,Magenta,Fall,3.433597,No,Store Pickup,No,No,10,Cash,Bi-Weekly
2934,61,Female,Hat,Clothing,38,North Carolina,S,Pink,Winter,3.084085,No,Standard,Yes,No,2,PayPal,Quarterly
115,66,Female,Pants,Clothing,80,Tennessee,L,Beige,Spring,2.896731,Yes,Next Day Air,Yes,No,1,Debit Card,Monthly
377,64,Male,Belt,Accessories,46,New Mexico,L,Purple,Winter,4.995488,No,Standard,No,No,40,Bank Transfer,Every 3 Months
1312,29,Male,Coat,Clothing,41,Oklahoma,M,Yellow,Winter,2.608845,No,2-Day Shipping,No,Yes,6,PayPal,Annually
359,61,Male,T-shirt,Outerwear,36,California,XL,Green,Spring,2.690875,No,Free Shipping,Yes,No,33,Credit Card,Monthly
3058,54,Male,Handbag,Accessories,42,Washington,S,Orange,Fall,4.393103,Yes,Express,No,No,3,Bank Transfer,Annually
3778,58,Male,Socks,Clothing,73,Michigan,M,Silver,Summer,3.767168,No,Free Shipping,Yes,No,23,Bank Transfer,Quarterly
2546,44,Female,Sweater,Footwear,48,Arkansas,S,Green,Winter,3.62125,Yes,Free Shipping,No,Yes,5,Bank Transfer,Monthly
647,49,Female,Hat,Accessories,61,Nevada,M,Beige,Summer,3.248397,No,Store Pickup,Yes,Yes,37,Cash,Weekly
2267,47,Male,Coat,Outerwear,99,Ohio,L,Turquoise,Spring,4.505687,Yes,Store Pickup,Yes,No,28,Credit Card,Every 3 Months
932,38,Male,Sunglasses,Clothing,28,Pennsylvania,M,Indigo,Spring,4.39786,No,Express,Yes,Yes,33,Bank Transfer,Every 3 Months
2260,40,Male,Jeans,Outerwear,22,Tennessee,L,Gold,Spring,2.540601,No,Free Shipping,No,Yes,18,Venmo,Annually
2299,49,Female,Jewelry,Accessories,57,Maryland,M,Green,Winter,3.484136,No,Standard,No,No,44,Venmo,Quarterly
2388,44,Female,Coat,Clothing,92,Texas,S,Brown,Fall,4.185687,No,Free Shipping,No,No,5,PayPal,Fortnightly
2413,20,Male,Hat,Accessories,30,West Virginia,L,Violet,Winter,2.88855,No,Standard,No,Yes,34,Cash,Bi-Weekly
1981,34,Male,Blouse,Clothing,46,Arkansas,XL,Silver,Winter,4.054246,No,Express,No,Yes,35,Bank Transfer,Bi-Weekly
2923,19,Female,Hat,Clothing,59,South Dakota,L,Peach,Winter,3.548862,No,2-Day Shipping,No,No,32,Debit Card,Weekly
852,39,Male,Pants,Outerwear,33,Iowa,M,Cyan,Spring,3.456774,No,Standard,No,Yes,33,Debit Card,Weekly
493,47,Male,Scarf,Clothing,36,New York,M,Gray,Winter,4.885241,No,Express,Yes,Yes,18,Debit Card,Fortnightly
506,61,Female,Sneakers,Clothing,60,Delaware,XL,Yellow,Winter,3.261473,Yes,Next Day Air,Yes,Yes,33,Cash,Annually
105,66,Male,Coat,Footwear,89,South Dakota,L,Pink,Summer,3.410374,Yes,2-Day Shipping,Yes,No,4,Cash,Bi-Weekly
1242,69,Male,Skirt,Accessories,59,Colorado,M,Maroon,Summer,4.186117,Yes,Standard,No,Yes,39,Cash,Quarterly
1434,20,Female,Pants,Accessories,22,North Dakota,L,Cyan,Winter,4.56843,No,Free Shipping,No,No,6,PayPal,Fortnightly
2599,19,Male,Hat,Clothing,61,Washington,M,Orange,Fall,4.872256,Yes,Store Pickup,No,Yes,39,Credit Card,Monthly
59,51,Male,Shorts,Footwear,57,Wyoming,M,Silver,Summer,3.528646,No,Store Pickup,Yes,No,4,Debit Card,Fortnightly
1504,62,Male,Socks,Accessories,75,Maryland,L,Violet,Summer,2.867021,No,Free Shipping,No,Yes,37,Venmo,Annually
2455,47,Female,Blouse,Clothing,77,Wyoming,S,Blue,Winter,2.920494,Yes,Standard,No,No,5,Cash,Every 3 Months
2972,24,Male,Skirt,Clothing,95,North Dakota,XL,Magenta,Spring,3.515717,No,Standard,No,Yes,14,Bank Transfer,Every 3 Months
2636,18,Male,Backpack,Clothing,31,South Dakota,XL,Green,Summer,4.155804,No,Express,Yes,No,8,Debit Card,Bi-Weekly
2944,51,Male,Sneakers,Clothing,76,Georgia,L,Pink,Summer,4.596181,No,Next Day Air,No,No,32,Debit Card,Monthly
2086,31,Male,Pants,Clothing,90,Washington,XL,Orange,Summer,4.779846,No,2-Day Shipping,No,Yes,18,Cash,Every 3 Months
3586,36,Male,Hoodie,Footwear,47,Missouri,M,Charcoal,Winter,4.356218,No,Standard,Yes,Yes,33,Cash,Bi-Weekly
677,59,Female,Pants,Clothing,76,Massachusetts,L,Silver,Summer,2.660754,Yes,Standard,Yes,No,28,PayPal,Weekly
3698,25,Male,Hat,Clothing,91,Massachusetts,M,Cyan,Winter,4.746656,No,Standard,No,Yes,23,Bank Transfer,Quarterly
3380,59,Male,Jacket,Footwear,53,Maryland,M,Lavender,Spring,4.84881,No,Express,No,No,47,Debit Card,Annually
2,50,Female,Boots,Footwear,39,New York,L,Yellow,Winter,4.994983,Yes,Standard,Yes,No,24,PayPal,Monthly
2413,51,Male,Belt,Clothing,33,Nevada,L,Green,Spring,2.920484,No,2-Day Shipping,No,Yes,24,Venmo,Every 3 Months
1121,62,Female,Sneakers,Clothing,72,Ohio,L,Magenta,Winter,3.367215,Yes,Express,No,Yes,12,PayPal,Weekly
3095,69,Male,Shoes,Accessories,34,Ohio,L,Beige,Summer,4.572098,No,Free Shipping,No,No,44,Debit Card,Annually
3234,25,Male,Skirt,Accessories,54,Texas,L,Orange,Spring,3.537447,Yes,Next Day Air,Yes,No,18,Cash,Every 3 Months
426,25,Male,Backpack,Clothing,65,Utah,M,Pink,Fall,3.867345,Yes,Express,Yes,Yes,4,Venmo,Weekly
1908,49,Female,Dress,Clothing,26,Indiana,L,Olive,Winter,4.393659,No,Standard,Yes,Yes,3,Bank Transfer,Every 3 Months
3380,26,Female,Belt,Clothing,40,Arizona,M,Purple,Fall,4.947924,No,Express,No,Yes,18,Debit Card,Every 3 Months
2014,57,Female,Jewelry,Footwear,38,Maine,M,Yellow,Spring,4.012704,Yes,Store Pickup,Yes,Yes,25,Cash,Annually
1655,26,Male,Gloves,Clothing,56,Delaware,XL,Blue,Summer,2.772006,Yes,Next Day Air,No,Yes,37,Cash,Fortnightly
3353,60,Male,T-shirt,Footwear,50,Idaho,S,Charcoal,Summer,3.060507,Yes,2-Day Shipping,Yes,Yes,39,Credit Card,Quarterly
2695,61,Male,Handbag,Clothing,77,New Mexico,S,Orange,Spring,3.101605,Yes,2-Day Shipping,Yes,Yes,7,Credit Card,Fortnightly
3476,20,Male,Sunglasses,Clothing,22,Kentucky,M,Charcoal,Fall,4.249319,No,Free Shipping,Yes,No,40,Venmo,Fortnightly
180,30,Female,Skirt,Clothing,48,Delaware,S,Gray,Spring,4.829219,No,2-Day Shipping,No,No,11,Credit Card,Fortnightly
2512,53,Male,Jeans,Clothing,69,Mississippi,S,Pink,Fall,3.725742,No,2-Day Shipping,No,No,44,PayPal,Every 3 Months
122,47,Female,Backpack,Clothing,37,Kentucky,L,Cyan,Fall,4.440688,Yes,Express,No,Yes,38,Credit Card,Annually
3629,31,Male,Scarf,Clothing,96,Massachusetts,S,Cyan,Fall,3.499321,Yes,Free Shipping,No,Yes,43,Venmo,Fortnightly
732,34,Male,Jewelry,Outerwear,35,Missouri,L,Blue,Winter,4.066307,No,Standard,No,No,46,Debit Card,Fortnightly
3058,21,Female,Hat,Footwear,87,Pennsylvania,L,Silver,Fall,3.108661,No,Free Shipping,No,No,29,Venmo,Bi-Weekly
3528,18,Female,Sneakers,Clothing,66,Massachusetts,M,White,Spring,2.966549,No,Express,No,No,24,Venmo,Every 3 Months
146,50,Male,Dress,Clothing,67,Idaho,M,Lavender,Summer,4.584853,No,2-Day Shipping,Yes,Yes,14,Debit Card,Quarterly
3235,51,Female,T-shirt,Clothing,51,Oklahoma,M,Teal,Spring,4.189348,No,Express,Yes,No,11,Bank Transfer,Fortnightly
386,68,Male,Handbag,Clothing,77,New Hampshire,M,Gray,Spring,3.258357,Yes,Next Day Air,No,No,39,Bank Transfer,Weekly
2106,32,Male,Jacket,Clothing,70,Maryland,XL,Teal,Spring,4.40998,Yes,Store Pickup,No,No,18,Bank Transfer,Fortnightly
2280,38,Female,Skirt,Clothing,61,Oklahoma,L,Brown,Spring,3.376364,Yes,Express,No,Yes,43,PayPal,Monthly
2843,26,Female,Gloves,Footwear,80,Arizona,XL,Magenta,Spring,3.245449,No,Express,Yes,No,44,Credit Card,Bi-Weekly
2905,41,Male,Jewelry,Clothing,49,Iowa,M,Teal,Summer,4.221704,No,2-Day Shipping,No,No,25,Credit Card,Weekly
99,31,Female,Boots,Footwear,38,Indiana,M,Beige,Fall,3.428327,Yes,Standard,No,No,21,PayPal,Monthly
3508,46,Female,Jeans,Accessories,29,North Dakota,M,Turquoise,Winter,3.842014,No,2-Day Shipping,No,Yes,11,Debit Card,Monthly
350,26,Male,Sneakers,Clothing,28,South Carolina,L,Cyan,Summer,3.597116,Yes,Store Pickup,Yes,No,36,PayPal,Monthly
278,21,Male,T-shirt,Clothing,58,Hawaii,L,Beige,Winter,3.396315,No,Express,Yes,No,17,Bank Transfer,Quarterly
3685,20,Male,Skirt,Accessories,66,Iowa,S,Green,Winter,4.186804,No,Free Shipping,Yes,No,26,PayPal,Every 3 Months
680,53,Female,Shoes,Clothing,86,Rhode Island,L,Cyan,Spring,4.719375,Yes,Free Shipping,No,Yes,2,Bank Transfer,Weekly
2236,57,Male,Handbag,Accessories,47,Mississippi,M,Beige,Summer,2.804662,No,Standard,No,Yes,20,Cash,Weekly
2397,62,Male,Coat,Accessories,59,Nebraska,M,Beige,Fall,3.802637,No,Next Day Air,No,No,41,PayPal,Weekly
2294,57,Male,Skirt,Accessories,75,Nevada,XL,Yellow,Winter,4.008513,No,Standard,No,No,22,Bank Transfer,Weekly
3123,37,Male,Skirt,Clothing,63,Delaware,S,Maroon,Fall,4.516698,Yes,Express,Yes,No,13,Bank Transfer,Fortnightly
3775,34,Male,Socks,Clothing,24,Florida,M,White,Spring,4.92229,Yes,Next Day Air,No,Yes,48,Venmo,Bi-Weekly
2466,33,Female,Pants,Clothing,42,Vermont,S,Teal,Winter,4.596182,No,Express,No,Yes,10,Bank Transfer,Every 3 Months
710,49,Male,Pants,Footwear,76,New Mexico,L,Peach,Spring,2.97509,No,Free Shipping,No,No,36,Bank Transfer,Annually
3042,20,Male,Hat,Clothing,86,Washington,M,Silver,Fall,2.575776,Yes,Free Shipping,No,Yes,1,Debit Card,Quarterly
2296,57,Male,Backpack,Clothing,96,South Dakota,L,Magenta,Summer,3.392444,Yes,Free Shipping,No,Yes,37,Credit Card,Bi-Weekly
514,48,Male,Sandals,Outerwear,98,Florida,M,Peach,Fall,3.42195,Yes,Store Pickup,Yes,No,13,Cash,Bi-Weekly
3216,41,Male,Hoodie,Accessories,86,South Carolina,M,Purple,Spring,2.890721,No,Free Shipping,No,No,31,Credit Card,Annually
65,30,Male,Jewelry,Accessories,97,Georgia,M,Green,Summer,4.845049,Yes,Express,Yes,Yes,48,Bank Transfer,Weekly
2140,69,Female,Belt,Clothing,65,California,S,Olive,Winter,2.91479,No,Next Day Air,Yes,No,6,PayPal,Bi-Weekly
1922,31,Female,Coat,Clothing,37,Massachusetts,L,Maroon,Winter,4.178419,No,Next Day Air,No,No,14,Venmo,Bi-Weekly
1387,59,Male,Gloves,Clothing,79,Vermont,M,Orange,Spring,3.614949,No,Store Pickup,No,No,17,Venmo,Weekly
20,55,Male,Coat,Accessories,70,Kansas,L,Lavender,Winter,3.436701,Yes,Standard,No,Yes,48,Bank Transfer,Fortnightly
2503,54,Male,Scarf,Clothing,40,Florida,L,Cyan,Spring,4.927883,Yes,Next Day Air,Yes,Yes,15,Credit Card,Fortnightly
2193,68,Male,Jeans,Clothing,70,Pennsylvania,M,Charcoal,Winter,3.699277,No,Free Shipping,No,No,35,Debit Card,Monthly
1936,23,Male,Boots,Clothing,84,Missouri,M,Blue,Winter,2.716816,No,Store Pickup,No,Yes,9,Credit Card,Fortnightly
2652,48,Male,Backpack,Clothing,25,Washington,XL,Yellow,Spring,3.995866,No,Store Pickup,No,Yes,49,Credit Card,Monthly
1298,63,Female,Shoes,Clothing,53,Minnesota,XL,Purple,Fall,3.010384,No,Free Shipping,No,No,18,Debit Card,Monthly
2828,55,Male,Sunglasses,Clothing,79,Idaho,L,Gray,Winter,3.884285,Yes,Free Shipping,No,No,4,Venmo,Weekly
3180,63,Male,Belt,Accessories,93,Arkansas,L,Gold,Fall,2.852611,No,Next Day Air,No,Yes,24,Venmo,Fortnightly
468,24,Male,Scarf,Accessories,84,New Jersey,XL,Violet,Spring,3.698106,No,Express,No,No,3,Debit Card,Weekly
2880,48,Female,Shoes,Clothing,95,New York,L,Purple,Fall,4.692709,Yes,Express,No,Yes,36,PayPal,Bi-Weekly
2102,68,Male,Coat,Clothing,47,Vermont,M,Cyan,Winter,3.135359,No,Free Shipping,Yes,No,32,Venmo,Fortnightly
483,69,Female,Sneakers,Clothing,57,Delaware,S,Peach,Fall,4.394285,Yes,Store Pickup,No,Yes,4,Debit Card,Fortnightly
2090,55,Male,Boots,Accessories,69,New Mexico,L,Pink,Summer,3.991469,No,2-Day Shipping,Yes,Yes,38,Debit Card,Quarterly
3585,59,Male,Belt,Footwear,73,Missouri,XL,Cyan,Summer,2.849462,No,Free Shipping,Yes,Yes,14,Venmo,Bi-Weekly
2617,30,Female,Shoes,Outerwear,73,North Dakota,S,Beige,Winter,4.69182,No,2-Day Shipping,No,No,9,Credit Card,Every 3 Months
3646,65,Female,Gloves,Clothing,30,Montana,M,Gray,Winter,4.099599,No,Standard,Yes,No,20,Debit Card,Annually
1293,33,Male,Gloves,Footwear,33,Kentucky,M,Orange,Spring,3.471055,Yes,Free Shipping,Yes,No,45,Bank Transfer,Monthly
646,35,Male,Shirt,Footwear,31,Wyoming,XL,Orange,Fall,3.791608,No,Store Pickup,No,No,5,Cash,Every 3 Months
3059,42,Male,Shirt,Clothing,25,Louisiana,M,Pink,Spring,3.380438,No,2-Day Shipping,No,Yes,10,Cash,Every 3 Months
613,62,Female,Gloves,Accessories,22,Alabama,L,Orange,Summer,4.607066,No,2-Day Shipping,Yes,No,13,Credit Card,Quarterly
284,69,Male,Blouse,Clothing,87,Indiana,M,Yellow,Fall,4.191171,No,Store Pickup,No,Yes,25,Bank Transfer,Monthly
3821,53,Female,Sunglasses,Outerwear,56,Oklahoma,XL,Olive,Fall,2.948791,No,Standard,Yes,Yes,23,PayPal,Monthly
3014,30,Female,T-shirt,Accessories,61,North Carolina,L,Lavender,Summer,3.509174,No,2-Day Shipping,No,No,27,Cash,Annually
1780,26,Female,Shorts,Accessories,44,Mississippi,M,White,Spring,4.713889,No,Store Pickup,No,Yes,40,Bank Transfer,Every 3 Months
573,31,Female,Sneakers,Clothing,56,New Mexico,L,Violet,Summer,2.88579,No,Standard,Yes,No,18,PayPal,Quarterly
1090,27,Male,Backpack,Clothing,34,Iowa,M,Silver,Winter,2.586465,No,Store Pickup,No,No,2,PayPal,Weekly
2368,50,Male,Gloves,Footwear,23,New Hampshire,M,Cyan,Spring,3.3417,Yes,Express,Yes,Yes,44,PayPal,Quarterly
1533,59,Male,Jacket,Clothing,99,Maryland,M,Black,Fall,4.718553,No,Next Day Air,No,Yes,6,Credit Card,Fortnightly
2675,24,Male,Sneakers,Clothing,75,Oregon,S,Lavender,Spring,3.561581,Yes,2-Day Shipping,No,Yes,42,PayPal,Annually
2236,37,Male,Pants,Clothing,52,Arizona,M,White,Fall,4.69796,No,2-Day Shipping,Yes,No,22,Debit Card,Bi-Weekly
3412,36,Female,Pants,Footwear,92,Iowa,S,Brown,Summer,4.930062,Yes,2-Day Shipping,Yes,Yes,40,Venmo,Bi-Weekly
3854,38,Female,Shorts,Clothing,60,Nebraska,XL,Peach,Spring,2.871152,No,Standard,Yes,Yes,35,Debit Card,Monthly
969,41,Female,Hat,Accessories,76,Ohio,M,Gray,Summer,4.639424,No,2-Day Shipping,No,No,32,Venmo,Weekly
2423,57,Female,Sweater,Accessories,31,Virginia,M,White,Summer,4.246211,No,Store Pickup,Yes,No,36,Venmo,Bi-Weekly
2953,35,Female,Hat,Clothing,24,Delaware,M,Gray,Winter,3.191492,Yes,Standard,No,No,18,PayPal,Fortnightly
383,48,Female,Shirt,Accessories,40,South Dakota,M,Charcoal,Spring,3.497705,Yes,Express,Yes,No,30,Venmo,Monthly
3380,55,Male,T-shirt,Clothing,42,Montana,M,White,Winter,4.824427,No,Store Pickup,Yes,No,34,Credit Card,Bi-Weekly
105,36,Male,Jewelry,Clothing,51,New York,S,Turquoise,Winter,4.633338,No,Free Shipping,No,Yes,42,Credit Card,Annually
960,65,Male,Sneakers,Accessories,89,Arizona,L,Pink,Summer,4.054025,No,Store Pickup,No,No,41,Venmo,Bi-Weekly
1507,54,Male,Pants,Clothing,66,California,L,Purple,Winter,2.862136,No,Free Shipping,No,Yes,41,Cash,Weekly
1280,39,Male,Boots,Accessories,52,Arizona,XL,Lavender,Winter,4.705333,Yes,Next Day Air,No,No,11,PayPal,Quarterly
760,40,Male,Sweater,Accessories,97,Alabama,S,Gold,Winter,2.922859,No,Express,No,Yes,32,PayPal,Bi-Weekly
1143,23,Male,Shirt,Clothing,76,Georgia,M,Lavender,Fall,3.262661,No,2-Day Shipping,Yes,Yes,42,Debit Card,Weekly
3738,61,Male,Socks,Clothing,35,Maine,S,Pink,Summer,3.618613,No,Express,No,No,26,Bank Transfer,Weekly
825,37,Male,Sneakers,Footwear,45,California,L,Indigo,Spring,2.931581,Yes,Next Day Air,No,No,16,Credit Card,Monthly
2545,65,Male,Boots,Footwear,65,Wyoming,L,Silver,Spring,4.654052,No,Standard,No,No,15,Bank Transfer,Monthly
2105,59,Male,Sweater,Clothing,35,Maine,XL,Black,Summer,2.860579,No,Store Pickup,No,No,18,Credit Card,Quarterly
3575,19,Male,Scarf,Clothing,39,New Mexico,L,Indigo,Summer,3.645832,No,Express,No,Yes,30,Cash,Monthly
3430,18,Female,Blouse,Accessories,33,Pennsylvania,M,Blue,Spring,3.964311,Yes,Store Pickup,Yes,Yes,42,Cash,Every 3 Months
1129,68,Male,Gloves,Accessories,99,Massachusetts,L,Gray,Fall,3.75243,Yes,2-Day Shipping,No,No,41,Bank Transfer,Bi-Weekly
1210,64,Female,Jewelry,Accessories,94,North Dakota,L,Teal,Spring,3.350751,Yes,Free Shipping,No,Yes,33,Bank Transfer,Annually
1964,28,Male,Sweater,Accessories,27,Florida,XL,Olive,Summer,2.759398,Yes,Express,No,No,35,Cash,Monthly
3185,39,Male,Pants,Accessories,26,Virginia,L,Charcoal,Spring,3.35393,No,2-Day Shipping,Yes,No,4,Debit Card,Annually
3384,54,Female,Jacket,Clothing,56,Arkansas,S,White,Spring,3.927122,No,Express,No,Yes,4,Cash,Fortnightly
1905,22,Male,Coat,Accessories,79,Kentucky,L,Silver,Spring,4.162369,Yes,Store Pickup,Yes,Yes,27,Debit Card,Fortnightly
2110,52,Male,Shorts,Accessories,56,New Hampshire,M,Gray,Spring,3.273765,Yes,Free Shipping,Yes,No,21,Venmo,Quarterly
1052,67,Female,Shoes,Clothing,60,Louisiana,L,Charcoal,Winter,3.798934,No,Free Shipping,Yes,Yes,12,Venmo,Monthly
3711,35,Male,Jewelry,Accessories,23,Texas,L,Brown,Winter,2.981456,No,Store Pickup,Yes,No,10,PayPal,Monthly
2653,68,Male,Sweater,Clothing,85,Kansas,L,White,Spring,2.842768,No,Next Day Air,No,No,47,Venmo,Monthly
2778,64,Male,Backpack,Footwear,83,South Dakota,XL,Gray,Summer,3.711456,No,Free Shipping,No,No,39,Venmo,Monthly
14,60,Female,T-shirt,Clothing,94,Louisiana,S,Magenta,Fall,4.743358,No,Store Pickup,No,Yes,2,PayPal,Fortnightly
215,48,Male,Dress,Accessories,89,California,S,Maroon,Winter,2.585124,No,Store Pickup,No,Yes,47,Credit Card,Bi-Weekly
2810,58,Female,Skirt,Clothing,44,New Mexico,L,White,Spring,3.456173,No,Standard,No,Yes,23,PayPal,Quarterly
2474,42,Female,Shoes,Clothing,90,Arizona,M,Blue,Spring,2.677681,Yes,Express,Yes,No,44,Cash,Quarterly
1238,25,Male,Hoodie,Clothing,59,Oklahoma,M,Cyan,Spring,4.947453,No,2-Day Shipping,No,No,35,Credit Card,Bi-Weekly
2253,25,Male,Jewelry,Accessories,62,Idaho,L,Black,Spring,4.144611,No,Store Pickup,Yes,Yes,9,Venmo,Annually
1547,58,Male,Shirt,Clothing,55,Tennessee,M,Gray,Summer,3.874349,No,Store Pickup,Yes,Yes,28,Debit Card,Annually
928,24,Male,Gloves,Outerwear,23,Wyoming,M,Green,Fall,4.656906,Yes,Express,No,No,11,Credit Card,Monthly
2348,52,Female,Gloves,Footwear,47,Ohio,L,Charcoal,Summer,3.194531,No,Free Shipping,No,No,11,Debit Card,Quarterly
1873,47,Male,Sunglasses,Footwear,34,Idaho,L,Olive,Fall,4.629808,No,2-Day Shipping,No,Yes,39,Bank Transfer,Annually
319,30,Female,Jewelry,Accessories,30,Louisiana,XL,Silver,Winter,3.286769,No,Standard,Yes,Yes,13,Venmo,Bi-Weekly
267,29,Male,Skirt,Accessories,53,Massachusetts,L,White,Spring,3.102122,Yes,Next Day Air,Yes,No,6,Debit Card,Every 3 Months
684,36,Male,Gloves,Clothing,67,Idaho,XL,Silver,Winter,4.473007,Yes,Standard,No,Yes,35,Cash,Quarterly
1896,54,Male,Coat,Clothing,77,Arkansas,M,Lavender,Summer,3.180456,Yes,Next Day Air,Yes,No,2,Venmo,Weekly
2113,25,Male,Shorts,Accessories,59,Louisiana,M,Indigo,Fall,3.95201,No,Standard,No,No,45,Cash,Every 3 Months
22,34,Male,Boots,Footwear,24,Michigan,L,Beige,Winter,2.866472,No,Store Pickup,No,Yes,6,Bank Transfer,Annually
1061,67,Male,Sandals,Clothing,94,Kentucky,M,Pink,Spring,3.174912,Yes,Next Day Air,Yes,Yes,19,Bank Transfer,Monthly
3660,33,Male,T-shirt,Accessories,70,Missouri,XL,Brown,Fall,4.058185,No,Express,No,No,16,Debit Card,Every 3 Months
380,25,Male,Dress,Accessories,44,Michigan,M,Peach,Winter,3.827714,No,Store Pickup,No,No,32,Venmo,Quarterly
2952,21,Male,Hat,Clothing,43,Minnesota,L,Peach,Fall,2.678321,No,Store Pickup,Yes,No,32,Bank Transfer,Every 3 Months
1750,32,Female,Handbag,Footwear,40,Indiana,L,Blue,Summer,4.215862,No,2-Day Shipping,Yes,No,20,Bank Transfer,Every 3 Months
1588,61,Male,Jeans,Clothing,23,South Carolina,L,Purple,Summer,4.806784,Yes,Standard,No,No,47,Venmo,Bi-Weekly
864,63,Male,Pants,Clothing,79,Maine,S,Silver,Spring,4.615039,Yes,Free Shipping,Yes,No,41,PayPal,Monthly
960,39,Male,T-shirt,Clothing,54,South Carolina,L,Charcoal,Summer,3.212343,No,Next Day Air,Yes,No,46,Bank Transfer,Every 3 Months
2445,44,Male,Coat,Clothing,73,Nevada,M,Maroon,Summer,3.637153,Yes,Standard,No,Yes,20,Credit Card,Weekly
3524,33,Female,Dress,Accessories,75,Idaho,L,Green,Fall,3.341941,No,Standard,Yes,Yes,5,Bank Transfer,Fortnightly
1985,55,Male,Handbag,Clothing,53,Connecticut,M,Beige,Fall,3.071847,No,Standard,No,No,16,Bank Transfer,Weekly
2037,47,Male,Jacket,Accessories,60,Maine,L,Orange,Summer,2.531096,No,Express,No,Yes,18,Credit Card,Monthly
1427,33,Female,Dress,Accessories,97,North Dakota,M,Silver,Summer,4.986702,No,Standard,Yes,Yes,44,Cash,Annually
2734,69,Female,Gloves,Clothing,61,North Dakota,XL,Gray,Fall,4.059168,No,2-Day Shipping,Yes,Yes,11,Cash,Monthly
2852,53,Female,Shorts,Clothing,64,Mississippi,S,Teal,Summer,4.82629,Yes,2-Day Shipping,No,No,24,Bank Transfer,Every 3 Months
3311,31,Male,Pants,Clothing,90,New York,XL,Peach,Summer,3.147627,Yes,Next Day Air,No,No,38,Venmo,Monthly
866,55,Female,Blouse,Clothing,94,Maine,S,Violet,Fall,2.806811,No,Standard,No,No,40,Cash,Monthly
1541,44,Male,Socks,Clothing,45,New Mexico,S,Teal,Fall,3.7874,No,Store Pickup,Yes,No,9,Debit Card,Fortnightly
2563,42,Female,T-shirt,Clothing,82,Minnesota,M,Violet,Summer,2.659328,Yes,Next Day Air,No,Yes,19,Bank Transfer,Annually
138,51,Female,Sneakers,Clothing,39,Ohio,M,Violet,Winter,3.235027,No,Next Day Air,No,No,49,Cash,Bi-Weekly
2455,29,Female,Jeans,Accessories,21,Illinois,L,Violet,Spring,3.02762,No,Free Shipping,Yes,Yes,11,Cash,Fortnightly
2683,50,Female,Coat,Outerwear,93,Utah,L,Lavender,Winter,4.593604,No,Store Pickup,Yes,Yes,20,PayPal,Weekly
2072,50,Male,Shirt,Clothing,65,Idaho,M,Pink,Spring,4.514502,No,Store Pickup,No,No,14,Venmo,Monthly
2105,19,Male,Handbag,Clothing,23,Wyoming,M,Magenta,Spring,2.65494,No,Next Day Air,Yes,No,24,Credit Card,Monthly
